txn_id,customer_id,store_id,sku_category,txn_type,amount_paid,timestamp
TXN-100955,CUST-10887,STR-004,Lumber,PURCHASE,25.26,2026-02-17 07:10:06
TXN-100956,CUST-10754,STR-004,Paint,purch,125.42,2026-02-19 23:10:06
TXN-100957,CUST-10706,STR-003,Lumber,Purchase,140.54,2026-02-15 00:10:06
TXN-100958,CUST-10291,STR-001,Lumber,PURCHASE,$19.77,2026-02-12 00:10:06
TXN-100959,CUST-10604,STR-004,Garden,purch,85.78,2026-03-01 04:10:06
TXN-100960,CUST-10623,STR-001,Hardware,PURCHASE,$78.99,2026-02-18 23:10:06
TXN-100961,CUST-10671,STR-003,Hardware,Purchase,$117.39,2026-03-03 03:10:06
TXN-100962,CUST-10344,STR-003,Garden,purch,142.21,2026-02-08 17:10:06
TXN-100963,CUST-10156,STR-003,Hardware,PURCHASE,112.09,2026-02-10 01:10:06
TXN-100964,CUST-10682,STR-003,Paint,Purchase,91.03,2026-02-25 12:10:06
TXN-100965,CUST-10562,STR-003,Paint,Purchase,147.55,2026-02-16 05:10:06
TXN-100966,CUST-10108,STR-002,Lumber,Purchase,33.71,2026-02-16 08:10:06
TXN-100967,CUST-10328,STR-002,Lumber,purch,102.16,2026-02-12 22:10:06
TXN-100968,CUST-10358,STR-004,Hardware,purch,101.22,2026-02-15 20:10:06
TXN-100969,CUST-10551,STR-003,Paint,PURCHASE,56.11,2026-02-24 14:10:06
TXN-100970,CUST-10154,STR-001,Hardware,Purchase,113.76,2026-03-02 02:10:06
TXN-100971,CUST-10168,STR-003,Lumber,Purchase,$24.64,2026-02-07 08:10:06
TXN-100972,CUST-10013,STR-003,Garden,Purchase,103.15,2026-02-18 17:10:06
TXN-100973,CUST-10714,STR-002,Garden,Purchase,52.07,2026-02-11 22:10:06
TXN-100974,CUST-10380,STR-003,Hardware,ret,41.35,2026-02-04 13:10:06
TXN-100975,CUST-10383,STR-001,Hardware,PURCHASE,104.03,2026-02-06 05:10:06
TXN-100976,CUST-10253,STR-003,Lumber,purch,$62.28,2026-02-18 05:10:06
TXN-100977,CUST-10016,STR-004,Garden,purch,117.77,2026-03-02 17:10:06
TXN-100978,CUST-10099,STR-003,Hardware,Purchase,123.35,2026-02-13 23:10:06
TXN-100979,CUST-10881,STR-002,Hardware,Purchase,138.46,2026-02-20 23:10:06
TXN-100980,CUST-10977,STR-003,Lumber,purch,23.96,2026-02-13 23:10:06
TXN-100981,CUST-10884,STR-002,Paint,Purchase,$79.44,2026-02-04 15:10:06
TXN-100982,CUST-10931,STR-002,Lumber,purch,58.24,2026-02-10 15:10:06
TXN-100983,CUST-10094,STR-002,Lumber,purch,73.48,2026-02-24 03:10:06
TXN-100984,CUST-10584,STR-004,Lumber,Purchase,$147.36,2026-02-22 18:10:06
TXN-100985,CUST-10226,STR-004,Garden,Purchase,102.5,2026-02-08 01:10:06
TXN-100986,CUST-10376,STR-002,Garden,PURCHASE,90.64,2026-02-03 17:10:06
TXN-100987,CUST-10235,STR-003,Paint,ret,$98.34,2026-03-04 03:10:06
TXN-100988,CUST-10652,STR-002,Paint,RETURN,105.68,2026-02-21 20:10:06
TXN-100989,CUST-10985,STR-004,Paint,Purchase,$25.51,2026-02-19 02:10:06
TXN-100990,CUST-10682,STR-001,Paint,PURCHASE,$42.03,2026-02-16 09:10:06
TXN-100991,CUST-10495,STR-003,Garden,Purchase,$114.93,2026-02-05 01:10:06
TXN-100992,CUST-10235,STR-001,Paint,PURCHASE,139.23,2026-02-17 12:10:06
TXN-100993,CUST-10634,STR-002,Garden,PURCHASE,$110.28,2026-03-03 20:10:06
TXN-100994,CUST-10939,STR-003,Lumber,PURCHASE,68.6,2026-02-15 22:10:06
TXN-100995,CUST-10100,STR-003,Hardware,purch,127.39,2026-02-16 06:10:06
TXN-100996,CUST-10684,STR-003,Lumber,PURCHASE,74.34,2026-02-03 11:10:06
TXN-100997,CUST-10244,STR-001,Garden,Purchase,$48.65,2026-02-06 14:10:06
TXN-100998,CUST-10577,STR-003,Garden,Purchase,85.15,2026-02-19 14:10:06
TXN-100999,CUST-10865,STR-001,Garden,Purchase,45.45,2026-02-27 08:10:06
TXN-101000,CUST-10152,STR-002,Hardware,PURCHASE,$130.73,2026-02-09 10:10:06
TXN-101001,CUST-10733,STR-001,Paint,Purchase,29.67,2026-02-16 10:10:06
TXN-101002,CUST-10896,STR-001,Hardware,purch,$75.63,2026-03-03 00:10:06
TXN-101003,CUST-10748,STR-002,Paint,purch,76.9,2026-03-03 17:10:06
TXN-101004,CUST-10038,STR-001,Garden,PURCHASE,121.16,2026-03-01 22:10:06
TXN-101005,CUST-10261,STR-001,Garden,Purchase,98.21,2026-02-14 16:10:06
TXN-101006,CUST-10474,STR-003,Garden,Purchase,110.63,2026-02-23 02:10:06
TXN-101007,CUST-10774,STR-002,Garden,PURCHASE,73.62,2026-02-18 21:10:06
TXN-101008,CUST-10664,STR-001,Lumber,purch,$146.73,2026-02-16 08:10:06
TXN-101009,CUST-10936,STR-003,Lumber,purch,$95.96,2026-02-24 14:10:06
TXN-101010,CUST-10408,STR-002,Garden,PURCHASE,143.21,2026-02-05 09:10:06
TXN-101011,CUST-10305,STR-003,Lumber,ret,70.77,2026-02-25 02:10:06
TXN-101012,,STR-004,Paint,PURCHASE,32.31,2026-02-08 07:10:06
TXN-101013,CUST-10552,STR-003,Paint,PURCHASE,61.2,2026-02-10 01:10:06
TXN-101014,CUST-10219,STR-004,Lumber,PURCHASE,42.05,2026-02-18 12:10:06
TXN-101015,CUST-10427,STR-002,Garden,PURCHASE,$86.34,2026-02-22 07:10:06
TXN-101016,CUST-10805,STR-003,Lumber,purch,118.92,2026-02-17 23:10:06
TXN-101017,CUST-10915,STR-003,Garden,purch,129.18,2026-02-22 11:10:06
TXN-101018,CUST-10826,STR-002,Paint,purch,77.63,2026-02-13 08:10:06
TXN-101019,CUST-10007,STR-001,Lumber,Purchase,$72.81,2026-03-03 09:10:06
TXN-101020,CUST-10511,STR-002,Garden,PURCHASE,$130.13,2026-02-11 02:10:06
TXN-101021,CUST-10263,STR-002,Lumber,ret,118.19,2026-03-03 08:10:06
TXN-101022,CUST-10049,STR-002,Hardware,purch,69.43,2026-02-17 20:10:06
TXN-101023,CUST-10252,STR-003,Hardware,Purchase,84.97,2026-03-04 23:10:06
TXN-101024,,STR-003,Lumber,PURCHASE,121.9,2026-03-01 21:10:06
TXN-101025,CUST-10805,STR-004,Hardware,purch,105.64,2026-03-02 20:10:06
TXN-101026,CUST-10540,STR-002,Hardware,Purchase,101.2,2026-02-06 20:10:06
TXN-101027,CUST-10218,STR-001,Garden,Purchase,$19.46,2026-02-24 14:10:06
TXN-101028,CUST-10171,STR-002,Lumber,PURCHASE,84.84,2026-02-03 13:10:06
TXN-101029,CUST-10497,STR-003,Garden,PURCHASE,31.53,2026-02-28 22:10:06
TXN-101030,CUST-10234,STR-002,Paint,purch,54.42,2026-02-25 12:10:06
TXN-101031,CUST-10340,STR-003,Garden,purch,33.44,2026-02-12 11:10:06
TXN-101032,CUST-10454,STR-003,Paint,ret,85.34,2026-02-27 17:10:06
TXN-101033,CUST-10762,STR-002,Lumber,purch,135.02,2026-02-14 21:10:06
TXN-101034,CUST-10976,STR-003,Paint,purch,$85.91,2026-03-04 15:10:06
TXN-101035,CUST-10797,STR-002,Garden,PURCHASE,125.8,2026-02-16 14:10:06
TXN-101036,CUST-10715,STR-004,Hardware,Purchase,129.38,2026-02-25 19:10:06
TXN-101037,CUST-10241,STR-003,Garden,purch,$56.75,2026-02-11 18:10:06
TXN-101038,CUST-10584,STR-003,Hardware,PURCHASE,134.1,2026-02-25 12:10:06
TXN-101039,CUST-10616,STR-001,Hardware,purch,58.14,2026-02-06 12:10:06
TXN-101040,CUST-10107,STR-004,Garden,PURCHASE,108.23,2026-02-27 19:10:06
TXN-101041,CUST-10636,STR-001,Paint,purch,$27.57,2026-02-21 13:10:06
TXN-101042,CUST-10255,STR-001,Hardware,purch,$85.09,2026-02-15 21:10:06
TXN-101043,CUST-10664,STR-002,Lumber,purch,$106.15,2026-02-06 21:10:06
TXN-101044,CUST-10415,STR-003,Lumber,PURCHASE,111.42,2026-02-05 12:10:06
TXN-101045,CUST-10507,STR-004,Garden,purch,125.79,2026-02-26 13:10:06
TXN-101046,CUST-10224,STR-004,Paint,PURCHASE,$112.68,2026-02-07 19:10:06
TXN-101047,CUST-10572,STR-002,Lumber,purch,$102.97,2026-03-04 21:10:06
TXN-101048,CUST-10899,STR-004,Lumber,Purchase,$98.01,2026-02-25 05:10:06
TXN-101049,CUST-10515,STR-004,Hardware,purch,$47.89,2026-03-03 00:10:06
TXN-101050,CUST-10539,STR-001,Paint,Purchase,$107.33,2026-02-05 00:10:06
TXN-101051,CUST-10511,STR-003,Lumber,purch,116.7,2026-03-04 00:10:06
TXN-101052,CUST-11000,STR-004,Lumber,Return,135.95,2026-02-07 13:10:06
TXN-101053,CUST-10008,STR-004,Hardware,PURCHASE,34.47,2026-02-14 05:10:06
TXN-101054,CUST-10620,STR-004,Lumber,Purchase,63.2,2026-02-22 21:10:06
TXN-101055,CUST-10088,STR-004,Hardware,purch,70.87,2026-02-25 00:10:06
TXN-101056,CUST-10883,STR-002,Garden,PURCHASE,143.26,2026-03-01 22:10:06
TXN-101057,CUST-10589,STR-001,Garden,Return,89.69,2026-03-04 09:10:06
TXN-101058,CUST-10431,STR-002,Garden,PURCHASE,106.18,2026-02-26 22:10:06
TXN-101059,CUST-10429,STR-001,Lumber,purch,57.39,2026-02-05 04:10:06
TXN-101060,CUST-10536,STR-003,Hardware,RETURN,23.12,2026-02-18 13:10:06
TXN-101061,CUST-10379,STR-003,Hardware,Purchase,$11.79,2026-02-11 11:10:06
TXN-101062,CUST-10891,STR-004,Garden,Purchase,43.7,2026-02-27 16:10:06
TXN-101063,CUST-10583,STR-001,Garden,Purchase,58.7,2026-02-14 20:10:06
TXN-101064,CUST-10712,STR-002,Paint,RETURN,$63.62,2026-02-08 15:10:06
TXN-101065,CUST-10874,STR-003,Lumber,RETURN,23.77,2026-02-26 23:10:06
TXN-101066,,STR-003,Lumber,Return,$26.92,2026-02-12 07:10:06
TXN-101067,CUST-10741,STR-004,Garden,purch,31.38,2026-02-19 18:10:06
TXN-101068,CUST-10806,STR-004,Garden,purch,96.07,2026-02-11 13:10:06
TXN-101069,CUST-10481,STR-003,Hardware,purch,67.92,2026-02-14 07:10:06
TXN-101070,CUST-10564,STR-003,Paint,Purchase,44.06,2026-02-17 17:10:06
TXN-101071,CUST-10289,STR-001,Hardware,purch,$99.78,2026-02-09 11:10:06
TXN-101072,CUST-10476,STR-003,Garden,Purchase,148.71,2026-02-15 02:10:06
TXN-101073,CUST-10157,STR-002,Paint,Purchase,$97.49,2026-02-17 09:10:06
TXN-101074,CUST-10901,STR-003,Hardware,purch,$26.71,2026-02-26 06:10:06
TXN-101075,CUST-10782,STR-001,Lumber,PURCHASE,$107.95,2026-02-24 03:10:06
TXN-101076,CUST-10902,STR-001,Hardware,Purchase,$66.24,2026-02-14 20:10:06
TXN-101077,CUST-10055,STR-001,Garden,purch,41.59,2026-02-04 17:10:06
TXN-101078,CUST-10820,STR-004,Garden,Return,$11.68,2026-02-24 19:10:06
TXN-101079,CUST-10766,STR-004,Paint,Purchase,$130.69,2026-02-11 05:10:06
TXN-101080,CUST-10071,STR-002,Paint,Purchase,$35.66,2026-02-25 08:10:06
TXN-101081,CUST-10125,STR-003,Hardware,PURCHASE,142.66,2026-02-28 17:10:06
TXN-101082,CUST-10601,STR-001,Hardware,PURCHASE,57.07,2026-02-13 11:10:06
TXN-101083,CUST-10659,STR-003,Paint,purch,$16.26,2026-02-12 05:10:06
TXN-101084,CUST-10980,STR-004,Lumber,purch,59.84,2026-02-17 08:10:06
TXN-101085,CUST-10648,STR-004,Paint,purch,21.28,2026-02-19 08:10:06
TXN-101086,CUST-10995,STR-001,Paint,Purchase,132.86,2026-03-04 10:10:06
TXN-101087,CUST-10872,STR-001,Garden,PURCHASE,49.0,2026-02-13 22:10:06
TXN-101088,CUST-10183,STR-002,Paint,Purchase,17.61,2026-02-19 03:10:06
TXN-101089,CUST-10622,STR-004,Lumber,Return,11.75,2026-02-15 19:10:06
TXN-101090,CUST-10381,STR-001,Hardware,purch,30.62,2026-02-04 05:10:06
TXN-101091,CUST-10156,STR-002,Hardware,PURCHASE,$49.54,2026-02-06 14:10:06
TXN-101092,CUST-10961,STR-002,Paint,purch,134.6,2026-02-27 06:10:06
TXN-101093,CUST-10576,STR-002,Paint,PURCHASE,40.47,2026-02-25 01:10:06
TXN-101094,CUST-10406,STR-004,Garden,PURCHASE,95.79,2026-02-17 03:10:06
TXN-101095,CUST-10698,STR-001,Paint,ret,$109.0,2026-02-06 17:10:06
TXN-101096,CUST-10516,STR-001,Hardware,Purchase,$97.03,2026-02-20 02:10:06
TXN-101097,CUST-10518,STR-001,Hardware,purch,41.79,2026-02-17 00:10:06
TXN-101098,CUST-10313,STR-003,Hardware,Purchase,$102.75,2026-02-26 19:10:06
TXN-101099,CUST-10438,STR-002,Lumber,PURCHASE,11.4,2026-02-12 02:10:06
TXN-101100,CUST-10321,STR-004,Paint,ret,22.36,2026-02-09 22:10:06
TXN-101101,CUST-10379,STR-003,Lumber,purch,143.26,2026-02-11 21:10:06
TXN-101102,CUST-10087,STR-003,Lumber,Return,135.25,2026-02-11 04:10:06
TXN-101103,CUST-10540,STR-004,Hardware,PURCHASE,72.81,2026-02-11 10:10:06
TXN-101104,CUST-10785,STR-003,Hardware,PURCHASE,$54.76,2026-02-18 07:10:06
TXN-101105,CUST-10221,STR-001,Lumber,Purchase,22.41,2026-02-27 06:10:06
TXN-101106,CUST-10112,STR-003,Lumber,PURCHASE,136.8,2026-02-20 01:10:06
TXN-101107,CUST-10083,STR-004,Hardware,PURCHASE,41.37,2026-02-21 10:10:06
TXN-101108,CUST-10751,STR-004,Hardware,Purchase,86.09,2026-02-23 14:10:06
TXN-101109,CUST-10642,STR-004,Garden,purch,$123.38,2026-02-22 21:10:06
TXN-101110,CUST-10824,STR-002,Hardware,Purchase,128.3,2026-03-03 11:10:06
TXN-101111,CUST-10815,STR-001,Paint,purch,43.38,2026-02-16 19:10:06
TXN-101112,CUST-10413,STR-004,Lumber,purch,69.82,2026-02-13 04:10:06
TXN-101113,CUST-10884,STR-001,Hardware,purch,136.88,2026-03-02 04:10:06
TXN-101114,CUST-10230,STR-001,Garden,purch,43.89,2026-02-08 02:10:06
TXN-101115,CUST-10716,STR-002,Lumber,PURCHASE,$84.48,2026-02-10 03:10:06
TXN-101116,CUST-10022,STR-002,Paint,Purchase,18.06,2026-02-12 04:10:06
TXN-101117,,STR-003,Lumber,Purchase,$83.16,2026-02-08 00:10:06
TXN-101118,CUST-10493,STR-004,Paint,Purchase,113.91,2026-02-22 14:10:06
TXN-101119,CUST-10398,STR-001,Lumber,RETURN,102.96,2026-02-18 18:10:06
TXN-101120,CUST-10892,STR-002,Paint,purch,54.84,2026-03-02 17:10:06
TXN-101121,CUST-10233,STR-001,Paint,PURCHASE,18.14,2026-02-27 07:10:06
TXN-101122,CUST-10154,STR-002,Hardware,purch,11.72,2026-02-14 18:10:06
TXN-101123,CUST-10898,STR-003,Lumber,Return,35.21,2026-03-02 08:10:06
TXN-101124,CUST-10909,STR-001,Lumber,PURCHASE,117.31,2026-02-13 06:10:06
TXN-101125,CUST-10386,STR-001,Lumber,PURCHASE,$15.38,2026-02-08 20:10:06
TXN-101126,CUST-10697,STR-001,Hardware,PURCHASE,56.35,2026-02-03 10:10:06
TXN-101127,CUST-10289,STR-003,Lumber,Purchase,139.02,2026-02-14 20:10:06
TXN-101128,CUST-10408,STR-001,Lumber,purch,$11.74,2026-02-07 11:10:06
TXN-101129,CUST-10236,STR-001,Garden,purch,117.18,2026-02-12 11:10:06
TXN-101130,CUST-10576,STR-002,Garden,PURCHASE,$72.87,2026-02-28 02:10:06
TXN-101131,CUST-10037,STR-001,Paint,Purchase,$42.56,2026-02-14 14:10:06
TXN-101132,CUST-10489,STR-004,Garden,Purchase,92.6,2026-02-16 02:10:06
TXN-101133,CUST-10820,STR-002,Paint,PURCHASE,$141.55,2026-02-17 02:10:06
TXN-101134,,STR-004,Hardware,PURCHASE,130.03,2026-02-26 09:10:06
TXN-101135,CUST-10045,STR-004,Garden,purch,120.47,2026-02-23 14:10:06
TXN-101136,CUST-10164,STR-002,Paint,PURCHASE,84.77,2026-02-07 03:10:06
TXN-101137,CUST-10847,STR-003,Lumber,Purchase,18.33,2026-02-06 04:10:06
TXN-101138,CUST-10526,STR-004,Garden,purch,104.37,2026-02-15 10:10:06
TXN-101139,CUST-10609,STR-001,Garden,PURCHASE,132.93,2026-02-15 20:10:06
TXN-101140,CUST-10748,STR-004,Lumber,PURCHASE,13.04,2026-02-26 04:10:06
TXN-101141,CUST-10161,STR-001,Paint,purch,54.9,2026-02-24 12:10:06
TXN-101142,CUST-10758,STR-002,Paint,Purchase,120.41,2026-02-24 07:10:06
TXN-101143,CUST-10032,STR-003,Hardware,Purchase,$26.74,2026-02-11 11:10:06
TXN-101144,CUST-10467,STR-003,Lumber,purch,65.31,2026-02-07 14:10:06
TXN-101145,CUST-10063,STR-001,Hardware,Purchase,81.47,2026-03-01 03:10:06
TXN-101146,CUST-10959,STR-001,Garden,PURCHASE,77.46,2026-03-01 22:10:06
TXN-101147,CUST-10419,STR-002,Paint,Purchase,$111.76,2026-02-13 03:10:06
TXN-101148,CUST-10827,STR-002,Garden,purch,91.65,2026-02-23 00:10:06
TXN-101149,CUST-10994,STR-003,Lumber,Purchase,89.8,2026-02-21 23:10:06
TXN-101150,CUST-10777,STR-004,Lumber,RETURN,71.67,2026-02-18 13:10:06
TXN-101151,CUST-10134,STR-002,Lumber,Purchase,26.0,2026-02-23 08:10:06
TXN-101152,CUST-10851,STR-002,Paint,PURCHASE,$96.42,2026-02-21 21:10:06
TXN-101153,CUST-10728,STR-004,Garden,purch,49.21,2026-02-10 21:10:06
TXN-101154,CUST-10258,STR-002,Lumber,Purchase,116.59,2026-03-04 22:10:06
TXN-101155,CUST-10094,STR-001,Lumber,Return,94.31,2026-02-20 21:10:06
TXN-101156,CUST-10945,STR-002,Hardware,Purchase,69.19,2026-02-20 00:10:06
TXN-101157,CUST-10482,STR-001,Lumber,PURCHASE,144.52,2026-02-24 19:10:06
TXN-101158,CUST-10025,STR-001,Lumber,Purchase,$51.22,2026-02-12 23:10:06
TXN-101159,CUST-10352,STR-003,Hardware,Purchase,100.39,2026-02-09 11:10:06
TXN-101160,CUST-10491,STR-001,Garden,Purchase,38.66,2026-02-08 17:10:06
TXN-101161,CUST-10681,STR-001,Lumber,Purchase,11.9,2026-02-04 14:10:06
TXN-101162,CUST-10608,STR-002,Garden,Purchase,116.24,2026-02-24 18:10:06
TXN-101163,CUST-10681,STR-004,Lumber,PURCHASE,12.34,2026-02-12 20:10:06
TXN-101164,CUST-10420,STR-002,Garden,PURCHASE,$28.45,2026-02-18 18:10:06
TXN-101165,CUST-10523,STR-002,Lumber,Purchase,$68.27,2026-02-16 04:10:06
TXN-101166,,STR-003,Paint,PURCHASE,129.64,2026-02-07 18:10:06
TXN-101167,CUST-10430,STR-003,Paint,PURCHASE,111.3,2026-02-13 22:10:06
TXN-101168,CUST-10992,STR-004,Lumber,purch,$60.38,2026-02-12 19:10:06
TXN-101169,CUST-10188,STR-004,Lumber,Purchase,47.21,2026-03-03 13:10:06
TXN-101170,CUST-10528,STR-002,Paint,purch,$42.69,2026-03-01 21:10:06
TXN-101171,CUST-10871,STR-002,Paint,purch,$86.98,2026-02-23 04:10:06
TXN-101172,CUST-10619,STR-003,Garden,purch,$103.65,2026-02-25 22:10:06
TXN-101173,CUST-10254,STR-004,Garden,purch,10.66,2026-02-14 18:10:06
TXN-101174,CUST-10323,STR-003,Garden,PURCHASE,68.03,2026-02-17 05:10:06
TXN-101175,CUST-10937,STR-003,Paint,purch,145.34,2026-02-06 06:10:06
TXN-101176,CUST-10171,STR-004,Garden,PURCHASE,36.86,2026-02-09 10:10:06
TXN-101177,CUST-10995,STR-002,Hardware,PURCHASE,123.8,2026-02-25 20:10:06
TXN-101178,CUST-10609,STR-003,Paint,purch,19.88,2026-02-25 05:10:06
TXN-101179,CUST-10800,STR-001,Paint,Purchase,$19.19,2026-03-02 23:10:06
TXN-101180,CUST-10869,STR-003,Hardware,purch,146.6,2026-02-27 06:10:06
TXN-101181,CUST-10893,STR-003,Garden,Purchase,$91.39,2026-02-20 12:10:06
TXN-101182,CUST-10696,STR-004,Lumber,purch,$127.07,2026-02-22 05:10:06
TXN-101183,CUST-10766,STR-003,Paint,purch,61.35,2026-02-28 16:10:06
TXN-101184,CUST-10186,STR-002,Lumber,PURCHASE,70.95,2026-02-15 09:10:06
TXN-101185,CUST-10599,STR-002,Garden,PURCHASE,$25.56,2026-02-06 13:10:06
TXN-101186,CUST-10037,STR-001,Garden,PURCHASE,$102.75,2026-02-25 08:10:06
TXN-101187,CUST-10435,STR-003,Garden,Purchase,13.86,2026-02-17 16:10:06
TXN-101188,CUST-10255,STR-002,Lumber,purch,119.26,2026-02-11 20:10:06
TXN-101189,CUST-10038,STR-001,Paint,purch,30.61,2026-02-08 13:10:06
TXN-101190,CUST-10755,STR-001,Paint,PURCHASE,121.85,2026-02-20 06:10:06
TXN-101191,CUST-10306,STR-004,Paint,PURCHASE,28.27,2026-02-14 19:10:06
TXN-101192,CUST-10143,STR-002,Garden,Purchase,$137.8,2026-03-03 19:10:06
TXN-101193,CUST-10191,STR-001,Hardware,Purchase,$105.16,2026-02-03 21:10:06
TXN-101194,CUST-10277,STR-003,Hardware,purch,$143.34,2026-02-12 04:10:06
TXN-101195,CUST-10239,STR-004,Garden,purch,$42.01,2026-02-16 15:10:06
TXN-101196,CUST-10398,STR-004,Paint,purch,143.17,2026-02-04 23:10:06
TXN-101197,CUST-10461,STR-002,Hardware,purch,$101.15,2026-02-22 00:10:06
TXN-101198,CUST-10990,STR-003,Lumber,purch,66.05,2026-02-13 04:10:06
TXN-101199,CUST-10113,STR-001,Garden,PURCHASE,128.91,2026-02-25 19:10:06
TXN-101200,CUST-10534,STR-002,Lumber,purch,39.38,2026-02-27 21:10:06
TXN-101201,CUST-10377,STR-003,Paint,purch,34.47,2026-02-17 22:10:06
TXN-101202,CUST-10472,STR-002,Paint,purch,70.55,2026-02-16 06:10:06
TXN-101203,CUST-10102,STR-004,Garden,PURCHASE,122.63,2026-02-17 23:10:06
TXN-101204,CUST-10974,STR-003,Paint,purch,48.25,2026-02-22 17:10:06
TXN-101205,CUST-10392,STR-004,Hardware,purch,67.93,2026-02-27 11:10:06
TXN-101206,CUST-10014,STR-002,Garden,purch,114.36,2026-02-10 20:10:06
TXN-101207,CUST-10144,STR-004,Lumber,purch,13.77,2026-02-04 04:10:06
TXN-101208,CUST-10469,STR-001,Lumber,purch,104.74,2026-02-07 21:10:06
TXN-101209,CUST-10015,STR-002,Garden,Purchase,39.85,2026-02-10 12:10:06
TXN-101210,CUST-10481,STR-003,Paint,PURCHASE,145.47,2026-02-22 09:10:06
TXN-101211,CUST-10071,STR-003,Garden,Purchase,87.08,2026-02-26 18:10:06
TXN-101212,CUST-10085,STR-004,Garden,purch,$74.84,2026-03-03 17:10:06
TXN-101213,,STR-001,Hardware,PURCHASE,55.24,2026-02-08 01:10:06
TXN-101214,CUST-10727,STR-004,Lumber,PURCHASE,30.99,2026-02-16 03:10:06
TXN-101215,CUST-10242,STR-004,Lumber,Purchase,43.76,2026-02-28 06:10:06
TXN-101216,CUST-10773,STR-001,Hardware,PURCHASE,67.02,2026-02-18 00:10:06
TXN-101217,CUST-10715,STR-002,Hardware,Purchase,$85.54,2026-02-21 23:10:06
TXN-101218,CUST-10313,STR-001,Hardware,Purchase,138.77,2026-02-08 11:10:06
TXN-101219,CUST-10494,STR-003,Paint,PURCHASE,$128.34,2026-02-04 06:10:06
TXN-101220,CUST-10743,STR-001,Garden,purch,$45.43,2026-03-05 01:10:06
TXN-101221,CUST-10109,STR-001,Garden,PURCHASE,$58.61,2026-02-11 05:10:06
TXN-101222,CUST-10483,STR-002,Paint,purch,15.25,2026-02-21 07:10:06
TXN-101223,CUST-10770,STR-003,Garden,PURCHASE,77.58,2026-02-26 23:10:06
TXN-101224,CUST-10166,STR-002,Hardware,Purchase,131.36,2026-02-28 00:10:06
TXN-101225,CUST-10804,STR-004,Lumber,purch,82.83,2026-02-03 10:10:06
TXN-101226,CUST-10001,STR-004,Paint,Purchase,21.89,2026-02-03 17:10:06
TXN-101227,CUST-10195,STR-003,Garden,PURCHASE,22.93,2026-02-06 21:10:06
TXN-101228,CUST-10055,STR-001,Lumber,purch,34.02,2026-02-12 15:10:06
TXN-101229,CUST-10849,STR-004,Lumber,purch,41.62,2026-03-04 22:10:06
TXN-101230,CUST-10901,STR-001,Paint,purch,102.07,2026-02-19 11:10:06
TXN-101231,CUST-10361,STR-003,Hardware,purch,97.69,2026-02-14 16:10:06
TXN-101232,CUST-10786,STR-002,Paint,PURCHASE,$13.67,2026-02-28 09:10:06
TXN-101233,CUST-10545,STR-004,Paint,purch,101.96,2026-02-11 23:10:06
TXN-101234,CUST-10797,STR-004,Lumber,PURCHASE,53.87,2026-02-04 10:10:06
TXN-101235,CUST-10416,STR-002,Hardware,PURCHASE,$88.31,2026-02-24 11:10:06
TXN-101236,CUST-10711,STR-004,Hardware,Purchase,$20.13,2026-02-20 18:10:06
TXN-101237,CUST-10602,STR-004,Hardware,purch,16.8,2026-02-26 14:10:06
TXN-101238,CUST-10865,STR-003,Garden,Purchase,118.38,2026-02-04 16:10:06
TXN-101239,CUST-10730,STR-001,Lumber,purch,12.68,2026-03-04 18:10:06
TXN-101240,CUST-10998,STR-001,Hardware,Purchase,117.18,2026-02-07 15:10:06
TXN-101241,CUST-10304,STR-001,Garden,purch,65.45,2026-02-13 03:10:06
TXN-101242,CUST-10210,STR-002,Paint,Purchase,$87.04,2026-02-20 17:10:06
TXN-101243,CUST-10711,STR-002,Paint,purch,143.49,2026-03-02 02:10:06
TXN-101244,CUST-10152,STR-002,Hardware,PURCHASE,139.48,2026-02-28 07:10:06
TXN-101245,CUST-10879,STR-003,Paint,Purchase,76.19,2026-02-25 19:10:06
TXN-101246,CUST-10682,STR-002,Lumber,Purchase,$10.7,2026-02-10 08:10:06
TXN-101247,CUST-10755,STR-003,Hardware,Purchase,21.06,2026-02-09 23:10:06
TXN-101248,CUST-10978,STR-004,Lumber,Purchase,$56.63,2026-03-02 11:10:06
TXN-101249,CUST-10435,STR-004,Lumber,purch,92.38,2026-02-09 08:10:06
TXN-101250,CUST-10206,STR-002,Paint,Purchase,14.15,2026-02-05 14:10:06
TXN-101251,CUST-10815,STR-004,Garden,Purchase,85.81,2026-02-14 17:10:06
TXN-101252,,STR-003,Paint,purch,$126.15,2026-02-12 17:10:06
TXN-101253,CUST-10661,STR-001,Hardware,purch,17.92,2026-03-02 03:10:06
TXN-101254,CUST-10466,STR-003,Paint,RETURN,23.6,2026-02-24 10:10:06
TXN-101255,CUST-10807,STR-002,Paint,PURCHASE,$84.14,2026-02-11 08:10:06
TXN-101256,CUST-10568,STR-001,Hardware,purch,95.56,2026-02-10 15:10:06
TXN-101257,CUST-10301,STR-004,Lumber,RETURN,68.3,2026-02-28 16:10:06
TXN-101258,CUST-10632,STR-002,Hardware,RETURN,$48.33,2026-02-06 19:10:06
TXN-101259,CUST-10224,STR-001,Paint,PURCHASE,$53.62,2026-02-09 23:10:06
TXN-101260,CUST-10301,STR-004,Lumber,purch,46.86,2026-02-17 13:10:06
TXN-101261,CUST-10072,STR-003,Paint,purch,28.8,2026-02-23 14:10:06
